Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
JIN1,Conn_01x03_Male,JST_PH_B3B-PH-K_1x03_P2.00mm_Vertical,145.000000,-94.000000,0.000000,bottom
JOUT1,Conn_01x03_Male,JST_PH_B3B-PH-K_1x03_P2.00mm_Vertical,145.000000,-85.450000,0.000000,bottom
D1,WS2812B,LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm,143.000000,-116.000000,0.000000,top
D2,WS2812B,LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm,143.000000,-65.000000,0.000000,top
